name,username,is_verified,body,media-header,text,date,stats,timeline_item,url
Don Richardson,@Don_Richardson,,"Don Richardson@Don_Richardson14 Dec 2024Bearspaw First Nation in process of buying land to develop west of Calgary - Land is along busy stretch of Highway 1, near Calaway Park, Springbank Airport#Indigenomicscbc.ca/news/canada/calgary/b…",Don Richardson@Don_Richardson14 Dec 2024,"Bearspaw First Nation in process of buying land to develop west of Calgary - Land is along busy stretch of Highway 1, near Calaway Park, Springbank Airport#Indigenomicscbc.ca/news/canada/calgary/b…",14 Dec 2024,,,
Don Richardson,@Don_Richardson,,Don Richardson@Don_Richardson14 Dec 2024Wataynikaneyap Power Completes “The Line That Brings Light” to Northwestern Ontario First Nations - $1.8 billion project connects 17 remote First Nations communities in northwestern Ontario to the provincial power grid#Indigenomicsnetnewsledger.com/2024/12/13…,Don Richardson@Don_Richardson14 Dec 2024,Wataynikaneyap Power Completes “The Line That Brings Light” to Northwestern Ontario First Nations - $1.8 billion project connects 17 remote First Nations communities in northwestern Ontario to the provincial power grid#Indigenomicsnetnewsledger.com/2024/12/13…,14 Dec 2024,,,
Don Richardson,@Don_Richardson,,"Don Richardson@Don_Richardson13 Dec 2024First Nation investing $20 million in Canada Nickel project, says Globe report

Taykwa Tagamou Nation reportedly buying convertible notes in Canada Nickel#Indigenomicsnorthernontariobusiness.com/…1",Don Richardson@Don_Richardson13 Dec 2024,"First Nation investing $20 million in Canada Nickel project, says Globe report

Taykwa Tagamou Nation reportedly buying convertible notes in Canada Nickel#Indigenomicsnorthernontariobusiness.com/…",13 Dec 2024,1,,
Don Richardson,@Don_Richardson,,"Don Richardson@Don_Richardson13 Dec 2024Innu Nation happy with Churchill Falls MOU

Grand Chief Simon Pokue said they got what they wanted and that the agreement 'feels good for all'#Indigenomicssaltwire.com/newfoundland-la…1",Don Richardson@Don_Richardson13 Dec 2024,"Innu Nation happy with Churchill Falls MOU

Grand Chief Simon Pokue said they got what they wanted and that the agreement 'feels good for all'#Indigenomicssaltwire.com/newfoundland-la…",13 Dec 2024,1,,
Don Richardson,@Don_Richardson,,"Don Richardson@Don_Richardson10 Dec 2024B.C. announces 9 new wind projects to power equivalent of 500,000 homes

The projects are slated for completion by 2031 at the latest, and eight of them have a 51 per cent Indigenous equity ownership#Indigenomicscbc.ca/news/canada/british-c…14",Don Richardson@Don_Richardson10 Dec 2024,"B.C. announces 9 new wind projects to power equivalent of 500,000 homes

The projects are slated for completion by 2031 at the latest, and eight of them have a 51 per cent Indigenous equity ownership#Indigenomicscbc.ca/news/canada/british-c…",10 Dec 2024,14,,
Don Richardson,@Don_Richardson,,"Don Richardson@Don_Richardson4 Dec 2024The Indigenous Economy Is About to Take Off

Reconciliation is becoming Canada’s biggest business story—and its greatest economic opportunity#Indigenomicsby Carol Anne Hilton@Hesquiahtin@macleansmacleans.ca/the-year-ahead/t…11",Don Richardson@Don_Richardson4 Dec 2024,"The Indigenous Economy Is About to Take Off

Reconciliation is becoming Canada’s biggest business story—and its greatest economic opportunity#Indigenomicsby Carol Anne Hilton@Hesquiahtin@macleansmacleans.ca/the-year-ahead/t…",4 Dec 2024,11,,
SK Indigenous Ec Dev Network,@SFNEDN,,"SK Indigenous Ec Dev Network@SFNEDN27 Nov 2024📈 Carol Anne Hilton from the Indigenomics Institute sees a ""tidal wave"" of Indigenous businesses, with Indigenous women leading at 5x the national rate! Access to capital & better internet in rural areas are transforming the Indigenous economy.#IndigenousEconomy#Indigenomics1",SK Indigenous Ec Dev Network@SFNEDN27 Nov 2024,"📈 Carol Anne Hilton from the Indigenomics Institute sees a ""tidal wave"" of Indigenous businesses, with Indigenous women leading at 5x the national rate! Access to capital & better internet in rural areas are transforming the Indigenous economy.#IndigenousEconomy#Indigenomics",27 Nov 2024,1,,
carmen milagro,@carmenmilagro,,"carmen milagro@carmenmilagro15 Nov 2024From#SiliconValleyto the#GlobalStage, last night shared: ""On Crafting A Metaverse Cultural Preservation Plan"" on Indigenomics NOW, global forum 🎉  By Honoring Our Ancestors We Honor Ourselvesdivinaworldfoundation.org#Indigenomics#IndigenomicsNOW#Indigenous#GCOI#DWFEnable hls playback10",carmen milagro@carmenmilagro15 Nov 2024,"From#SiliconValleyto the#GlobalStage, last night shared: ""On Crafting A Metaverse Cultural Preservation Plan"" on Indigenomics NOW, global forum 🎉  By Honoring Our Ancestors We Honor Ourselvesdivinaworldfoundation.org#Indigenomics#IndigenomicsNOW#Indigenous#GCOI#DWF",15 Nov 2024,10,,
@EricaHargreave@mastodon.social,@EricaHargreave,,"@EricaHargreave@mastodon.social@EricaHargreave14 Nov 2024""In creating, we need#IndigenousInstructors, Elders in the Classroom & Indigenous cultural content to promote trust & engagement, offer wisdom & wellbeing, & empower students & match their long term goals."" Tasha Brooks on#FinancialLiteracyat@IndigenomicsNow.#Indigenomics",@EricaHargreave@mastodon.social@EricaHargreave14 Nov 2024,"""In creating, we need#IndigenousInstructors, Elders in the Classroom & Indigenous cultural content to promote trust & engagement, offer wisdom & wellbeing, & empower students & match their long term goals."" Tasha Brooks on#FinancialLiteracyat@IndigenomicsNow.#Indigenomics",14 Nov 2024,,,
@EricaHargreave@mastodon.social,@EricaHargreave,,"@EricaHargreave@mastodon.social@EricaHargreave14 Nov 2024""It’s about developing#IndigenousLeaderswho can guide community to prosperity, while staying true to their#indigenousroots."" ~ Tasha Brooks on#FinancialLiteracyat@IndigenomicsNow.#IndigenousKnowledge#IndigenousEducation#Indigenomics#IndigenomicsNow#IndigenousWisdom",@EricaHargreave@mastodon.social@EricaHargreave14 Nov 2024,"""It’s about developing#IndigenousLeaderswho can guide community to prosperity, while staying true to their#indigenousroots."" ~ Tasha Brooks on#FinancialLiteracyat@IndigenomicsNow.#IndigenousKnowledge#IndigenousEducation#Indigenomics#IndigenomicsNow#IndigenousWisdom",14 Nov 2024,,,
