name,username,is_verified,body,media-header,text,date,stats,timeline_item,url
"Carol Anne Hilton, MBA",@Hesquiaht,,"Carol Anne Hilton, MBA@Hesquiaht9 Feb 2024Today, we shine a spotlight on Âsokan Generational Developments, a 2023#10TOWATCHrecipient who were recently celebrated at the Indigenomics BAY ST Conference.
 
Learn more at:indigenomicsinstitute.com/as…#Indigenomics#Indigenousbusinesses#Indigenousprosperity","Carol Anne Hilton, MBA@Hesquiaht9 Feb 2024","Today, we shine a spotlight on Âsokan Generational Developments, a 2023#10TOWATCHrecipient who were recently celebrated at the Indigenomics BAY ST Conference.
 
Learn more at:indigenomicsinstitute.com/as…#Indigenomics#Indigenousbusinesses#Indigenousprosperity",9 Feb 2024,,,
"Carol Anne Hilton, MBA",@Hesquiaht,,"Carol Anne Hilton, MBA@Hesquiaht9 Feb 20245 days until the Global Centre of Indigenomics makes an exciting announcement!
 
Launch Date: February 14th, 2024.
Stay tuned for more details!
 
Subscribe to the newsletter to stay informed!lnkd.in/gnwYRk5U#IndigenomicsNOW#Indigenomics#Indigenousworldview11","Carol Anne Hilton, MBA@Hesquiaht9 Feb 2024","5 days until the Global Centre of Indigenomics makes an exciting announcement!
 
Launch Date: February 14th, 2024.
Stay tuned for more details!
 
Subscribe to the newsletter to stay informed!lnkd.in/gnwYRk5U#IndigenomicsNOW#Indigenomics#Indigenousworldview",9 Feb 2024,11,,
Don Richardson,@Don_Richardson,,"Don Richardson@Don_Richardson9 Feb 2024Two massive processing facilities will be built in northeastern Ontario, mining company Canada Nickel, as the province gears up its end-to-end electric vehicle battery manufacturing chain - project has the blessing of Taykwa Tagamou Nationtorontosun.com/news/provinci…#Indigenomics4",Don Richardson@Don_Richardson9 Feb 2024,"Two massive processing facilities will be built in northeastern Ontario, mining company Canada Nickel, as the province gears up its end-to-end electric vehicle battery manufacturing chain - project has the blessing of Taykwa Tagamou Nationtorontosun.com/news/provinci…#Indigenomics",9 Feb 2024,4,,
"Carol Anne Hilton, MBA",@Hesquiaht,,"Carol Anne Hilton, MBA@Hesquiaht8 Feb 2024The time has come for us to reclaim our narrative and craft a future that aligns with the Indigenous economic worldview.

For Sponsor & Partner opportunities, please contact us at partnerships@indigenomics.com#Indigenomics#IndigenomicsConference#Saskatoon#Canpoli12","Carol Anne Hilton, MBA@Hesquiaht8 Feb 2024","The time has come for us to reclaim our narrative and craft a future that aligns with the Indigenous economic worldview.

For Sponsor & Partner opportunities, please contact us at partnerships@indigenomics.com#Indigenomics#IndigenomicsConference#Saskatoon#Canpoli",8 Feb 2024,12,,
"Carol Anne Hilton, MBA",@Hesquiaht,,"Carol Anne Hilton, MBA@Hesquiaht8 Feb 20246 days until the Global Centre of Indigenomics makes an exciting announcement!
 
Launch Date: February 14th, 2024.
Stay tuned for more details!
 
Subscribe to the newsletter to stay informed!globalcentreofindigenomics.c…#IndigenomicsNOW#Indigenomics#Indigenousworldview","Carol Anne Hilton, MBA@Hesquiaht8 Feb 2024","6 days until the Global Centre of Indigenomics makes an exciting announcement!
 
Launch Date: February 14th, 2024.
Stay tuned for more details!
 
Subscribe to the newsletter to stay informed!globalcentreofindigenomics.c…#IndigenomicsNOW#Indigenomics#Indigenousworldview",8 Feb 2024,,,
Don Richardson,@Don_Richardson,,Don Richardson@Don_Richardson8 Feb 2024Canada Nickel Company's NetZero Metals Intends to Develop Downstream Nickel & Stainless-Steel Processing Facilities in Timmins Region - has partnership with Taykwa Tagamou Nation#Indigenomicsinvst.ly/13d8ts1,Don Richardson@Don_Richardson8 Feb 2024,Canada Nickel Company's NetZero Metals Intends to Develop Downstream Nickel & Stainless-Steel Processing Facilities in Timmins Region - has partnership with Taykwa Tagamou Nation#Indigenomicsinvst.ly/13d8ts,8 Feb 2024,1,,
"Carol Anne Hilton, MBA",@Hesquiaht,,"Carol Anne Hilton, MBA@Hesquiaht7 Feb 2024The Global Centre of Indigenomics(GCOI) is proud to announce a powerful collaboration with MOVE37XR!  A partnership set to redefine the landscape of innovation and economic empowerment for Indigenous communities globally.#Indigenomics#Move37XR#Tech#Indigenouseconomy","Carol Anne Hilton, MBA@Hesquiaht7 Feb 2024",The Global Centre of Indigenomics(GCOI) is proud to announce a powerful collaboration with MOVE37XR!  A partnership set to redefine the landscape of innovation and economic empowerment for Indigenous communities globally.#Indigenomics#Move37XR#Tech#Indigenouseconomy,7 Feb 2024,,,
"Carol Anne Hilton, MBA",@Hesquiaht,,"Carol Anne Hilton, MBA@Hesquiaht7 Feb 2024#indigenomicsin action#indigenouseconomy#canpoli#canecon#criticalminerals#canadaFirst Peoples Law@FirstPeoplesLaw6 Feb 2024""You will not build a road into the Ring of Fire until you get the free, prior informed consent of our people."" Wayne Moonias, Neskatanga First Nation @bit.ly/486tkuI#IndigenousRights#cdnpoli","Carol Anne Hilton, MBA@Hesquiaht7 Feb 2024",#indigenomicsin action#indigenouseconomy#canpoli#canecon#criticalminerals#canada,7 Feb 2024,,,
Don Richardson,@Don_Richardson,,Don Richardson@Don_Richardson6 Feb 2024Anishinaabe guest speakers highlight importance of Indigenous business at Prosperity Northwest Tradeshow and Conference#Indigenomicsanishinabeknews.ca/2024/02/0…,Don Richardson@Don_Richardson6 Feb 2024,Anishinaabe guest speakers highlight importance of Indigenous business at Prosperity Northwest Tradeshow and Conference#Indigenomicsanishinabeknews.ca/2024/02/0…,6 Feb 2024,,,
"Carol Anne Hilton, MBA",@Hesquiaht,,"Carol Anne Hilton, MBA@Hesquiaht5 Feb 2024Let's amplify the undeniable expression of Indigenous economic power through#Indigenomics! It's time to respond to centuries of Indigenous economic exclusion and build a future of collaboration, prosperity, and resilience. 

Subscribe to our newsletter:tr.ee/SVKdZdWv8A58","Carol Anne Hilton, MBA@Hesquiaht5 Feb 2024","Let's amplify the undeniable expression of Indigenous economic power through#Indigenomics! It's time to respond to centuries of Indigenous economic exclusion and build a future of collaboration, prosperity, and resilience. 

Subscribe to our newsletter:tr.ee/SVKdZdWv8A",5 Feb 2024,58,,
