name,username,is_verified,body,media-header,text,date,stats,timeline_item,url
,,,,,,,,,
"Carol Anne Hilton, MBA",@Hesquiaht,,"Carol Anne Hilton, MBA@Hesquiaht19 Jan 2022It seems that once again….#indigenomics#Canada#BC#canecon#bcecon#cdnpoliDGW Law Corporation@DGW_Law18 Jan 2022""It seems that once again, the Canadian legal system gives with one hand and takes with the other.""1","Carol Anne Hilton, MBA@Hesquiaht19 Jan 2022",It seems that once again….#indigenomics#Canada#BC#canecon#bcecon#cdnpoli,19 Jan 2022,1,,
"Carol Anne Hilton, MBA",@Hesquiaht,,"Carol Anne Hilton, MBA@Hesquiaht18 Jan 2022Replying to@NextLeadersBCThe evolution of the legal and economic relationship with Indigenous peoples, implementation of UNDRIP-#indigenomics#indigenouseconomy#100billion#bcecon1","Carol Anne Hilton, MBA@Hesquiaht18 Jan 2022","The evolution of the legal and economic relationship with Indigenous peoples, implementation of UNDRIP-#indigenomics#indigenouseconomy#100billion#bcecon",18 Jan 2022,1,,
Shared Value Solutions,@SharedValueCA,,"Shared Value Solutions@SharedValueCA18 Jan 2022Amazing article from@SharedValueCA's new CEO Karen Restoule: Empowering Indigenous entrepreneurs offers new way forward ""Canada can learn from the proven strength, resilience and persistence of Indigenous peoples""thehub.ca/2021-06-14/karen-r…#indigenomics",Shared Value Solutions@SharedValueCA18 Jan 2022,"Amazing article from@SharedValueCA's new CEO Karen Restoule: Empowering Indigenous entrepreneurs offers new way forward ""Canada can learn from the proven strength, resilience and persistence of Indigenous peoples""thehub.ca/2021-06-14/karen-r…#indigenomics",18 Jan 2022,,,
Don Richardson,@Don_Richardson,,Don Richardson@Don_Richardson18 Jan 2022Seabird Island's Sqéwqel Development Corporation gets clean-energy grant for renewable natural gas studies via B.C.'s First Nations Clean Energy Business Fund - seeks to build a renewable natural gas plant in collaboration with@FortisBCagassizharrisonobserver.com/…#Indigenomics1,Don Richardson@Don_Richardson18 Jan 2022,Seabird Island's Sqéwqel Development Corporation gets clean-energy grant for renewable natural gas studies via B.C.'s First Nations Clean Energy Business Fund - seeks to build a renewable natural gas plant in collaboration with@FortisBCagassizharrisonobserver.com/…#Indigenomics,18 Jan 2022,1,,
"Carol Anne Hilton, MBA",@Hesquiaht,,"Carol Anne Hilton, MBA@Hesquiaht18 Jan 2022B.C. First Nations push for revamp of province’s forestry policies /via@globeandmail#indigenomics#indigenouseconomy#100billiontheglobeandmail.com/business…14","Carol Anne Hilton, MBA@Hesquiaht18 Jan 2022",B.C. First Nations push for revamp of province’s forestry policies /via@globeandmail#indigenomics#indigenouseconomy#100billiontheglobeandmail.com/business…,18 Jan 2022,14,,
"Carol Anne Hilton, MBA",@Hesquiaht,,"Carol Anne Hilton, MBA@Hesquiaht17 Jan 2022#indigenomicsin action#indigenouseconomyDon Richardson@Don_Richardson17 Jan 2022First Nations women trained on ground support for massive transmission line - All-Women Line Crew Ground Support (LCGS) program with 25 transferable certificates and skills to pursue a career on the Wataynikaneyap Power Transmission Linecanada.constructconnect.com/…1","Carol Anne Hilton, MBA@Hesquiaht17 Jan 2022",#indigenomicsin action#indigenouseconomy,17 Jan 2022,1,,
"Carol Anne Hilton, MBA",@Hesquiaht,,"Carol Anne Hilton, MBA@Hesquiaht17 Jan 2022#indigenomics#indigenouseconomy#bcpoli#bcecon#100billionFirst Nations Financial Management Board@FNFMB17 Jan 2022We are seeing the impacts of deforestation & why First Nations have been saying ... you can’t allow unlimited logging- Harold Calla Ex Dir@FNFMB. Forestry needs to transition to a sustainable economic model.@Wendy_Stuecktgam.ca/3A8Zfvb11","Carol Anne Hilton, MBA@Hesquiaht17 Jan 2022",#indigenomics#indigenouseconomy#bcpoli#bcecon#100billion,17 Jan 2022,11,,
Don Richardson,@Don_Richardson,,Don Richardson@Don_Richardson17 Jan 2022Indigenous clean energy projects get provincial boost - 6 projects are part of B.C.'s efforts to partner with Indigenous communities to work toward a low-carbon future. The funds come from the First Nations Clean Energy Business Fund (FNCEBF)canada.constructconnect.com/…#Indigenomics,Don Richardson@Don_Richardson17 Jan 2022,Indigenous clean energy projects get provincial boost - 6 projects are part of B.C.'s efforts to partner with Indigenous communities to work toward a low-carbon future. The funds come from the First Nations Clean Energy Business Fund (FNCEBF)canada.constructconnect.com/…#Indigenomics,17 Jan 2022,,,
Shared Value Solutions,@SharedValueCA,,Shared Value Solutions@SharedValueCA17 Jan 2022six projects are part of the province’s efforts to partner with Indigenous communities to work toward a low-carbon future. The funds come from the First Nations Clean Energy Business Fund (FNCEBF)canada.constructconnect.com/…#indigenomics,Shared Value Solutions@SharedValueCA17 Jan 2022,six projects are part of the province’s efforts to partner with Indigenous communities to work toward a low-carbon future. The funds come from the First Nations Clean Energy Business Fund (FNCEBF)canada.constructconnect.com/…#indigenomics,17 Jan 2022,,,
