name,username,is_verified,body,media-header,text,date,stats,timeline_item,url
,,,,,,,,,
Don Richardson,@Don_Richardson,,"Don Richardson@Don_Richardson2 Jun 2022Canada Infrastructure Bank commits $80 million for clean power project - commitment for Yukon Atlin Hydroelectricity Expansion is in collaboration with Tlingit Homeland Energy LP, which is fully owned by the Taku River Tlingit First Nationthestar.com/business/2022/06…#Indigenomics24",Don Richardson@Don_Richardson2 Jun 2022,"Canada Infrastructure Bank commits $80 million for clean power project - commitment for Yukon Atlin Hydroelectricity Expansion is in collaboration with Tlingit Homeland Energy LP, which is fully owned by the Taku River Tlingit First Nationthestar.com/business/2022/06…#Indigenomics",2 Jun 2022,24,,
Don Richardson,@Don_Richardson,,"Don Richardson@Don_Richardson2 Jun 2022Enoch Cree Nation, in partnership with Surgical Centres Inc., is in negotiations with Alberta Health Services to offer 3,000 publicly funded hip and knee replacements and other joint procedures per year via new chartered surgical facility#Indigenomicseverythinggp.com/2022/06/01/…12",Don Richardson@Don_Richardson2 Jun 2022,"Enoch Cree Nation, in partnership with Surgical Centres Inc., is in negotiations with Alberta Health Services to offer 3,000 publicly funded hip and knee replacements and other joint procedures per year via new chartered surgical facility#Indigenomicseverythinggp.com/2022/06/01/…",2 Jun 2022,12,,
Don Richardson,@Don_Richardson,,Don Richardson@Don_Richardson2 Jun 2022Song of the Day: 'The Spaces In Between' -@amandarheaumefrom new album of the same title via@IshkodeRecordsof which#AmandaRheaumeis cofounder. Powerful song and voice for everyone on the path to find their placepiped.video/AILRFs0G28g#ConsultingWithSoul#indigenomics,Don Richardson@Don_Richardson2 Jun 2022,Song of the Day: 'The Spaces In Between' -@amandarheaumefrom new album of the same title via@IshkodeRecordsof which#AmandaRheaumeis cofounder. Powerful song and voice for everyone on the path to find their placepiped.video/AILRFs0G28g#ConsultingWithSoul#indigenomics,2 Jun 2022,,,
Stephanie Blondin,@stephblondin3,,"Stephanie Blondin@stephblondin31 Jun 2022Amazing!#indigenomicsat the TSX!Carol Anne Hilton, MBA@Hesquiaht1 Jun 2022Coolest welcome to the#TSXever!#indigenomics#indigenouseconomy#donner#donnerprize#100billion#indigenouseconomy#cdnecon@DonnerPrize@NewSocietyPub",Stephanie Blondin@stephblondin31 Jun 2022,Amazing!#indigenomicsat the TSX!,1 Jun 2022,,,
newsocietypub,@NewSocietyPub,,"newsocietypub@NewSocietyPub1 Jun 2022No biggie, just author Carol Anne Hilton being welcomed to the#TSXwhere she is speaking to 500 Bay St stockbrokers about the $100 billion#indigenouseconomy. Talk about bringing it to the table!@Hesquiaht#indigenomicsCarol Anne Hilton, MBA@Hesquiaht1 Jun 2022Coolest welcome to the#TSXever!#indigenomics#indigenouseconomy#donner#donnerprize#100billion#indigenouseconomy#cdnecon@DonnerPrize@NewSocietyPub12",newsocietypub@NewSocietyPub1 Jun 2022,"No biggie, just author Carol Anne Hilton being welcomed to the#TSXwhere she is speaking to 500 Bay St stockbrokers about the $100 billion#indigenouseconomy. Talk about bringing it to the table!@Hesquiaht#indigenomics",1 Jun 2022,12,,
"Carol Anne Hilton, MBA",@Hesquiaht,,"Carol Anne Hilton, MBA@Hesquiaht1 Jun 2022Coolest welcome to the#TSXever!#indigenomics#indigenouseconomy#donner#donnerprize#100billion#indigenouseconomy#cdnecon@DonnerPrize@NewSocietyPub45221","Carol Anne Hilton, MBA@Hesquiaht1 Jun 2022",Coolest welcome to the#TSXever!#indigenomics#indigenouseconomy#donner#donnerprize#100billion#indigenouseconomy#cdnecon@DonnerPrize@NewSocietyPub,1 Jun 2022,45221,,
newsocietypub,@NewSocietyPub,,newsocietypub@NewSocietyPub31 May 2022The Indigenomics ‘10 to Watch’ List has been announced! An annual list hosted by the Indigenomics Institute that recognizes and upholds leadership and economic reconciliation in the emerging 100 billion dollar Indigenous economy.#indigenomics@Hesquiahtbit.ly/3M2v3q623,newsocietypub@NewSocietyPub31 May 2022,The Indigenomics ‘10 to Watch’ List has been announced! An annual list hosted by the Indigenomics Institute that recognizes and upholds leadership and economic reconciliation in the emerging 100 billion dollar Indigenous economy.#indigenomics@Hesquiahtbit.ly/3M2v3q6,31 May 2022,23,,
"Carol Anne Hilton, MBA",@Hesquiaht,,"Carol Anne Hilton, MBA@Hesquiaht30 May 2022#indigenomics#indigenouseconomy#100billionSheryl Lightfoot@sheryllightfoot30 May 2022Once sidelined from forestry in their traditional territory, Huu-ay-aht First Nations are now a significant player with plans to expand /via@globeandmailtheglobeandmail.com/business…24","Carol Anne Hilton, MBA@Hesquiaht30 May 2022",#indigenomics#indigenouseconomy#100billion,30 May 2022,24,,
Jordan Wapass,@jordanwapass,,"Jordan Wapass@jordanwapass29 May 2022To say it’s been an unforgettable week wouldn’t be doing our time together justice. From Tuesday to Saturday, our@SFUBeedieIBL Executive MBA cohort met on the traditional territory of the Kwantlen people. Am truly grateful for this experience#indigenomics#power3",Jordan Wapass@jordanwapass29 May 2022,"To say it’s been an unforgettable week wouldn’t be doing our time together justice. From Tuesday to Saturday, our@SFUBeedieIBL Executive MBA cohort met on the traditional territory of the Kwantlen people. Am truly grateful for this experience#indigenomics#power",29 May 2022,3,,
