name,username,is_verified,body,media-header,text,date,stats,timeline_item,url
,,,,,,,,,
"Carol Anne Hilton, MBA",@Hesquiaht,,"Carol Anne Hilton, MBA@Hesquiaht13 Sep 2022Check out some of our speakers at the#IndigenomicsSHE event!@DentonsCanada@Indiginnovate@mod_accounting@aliciafowlercpaindigenomicsinstitute.com1324","Carol Anne Hilton, MBA@Hesquiaht13 Sep 2022",Check out some of our speakers at the#IndigenomicsSHE event!@DentonsCanada@Indiginnovate@mod_accounting@aliciafowlercpaindigenomicsinstitute.com,13 Sep 2022,1324,,
Don Richardson,@Don_Richardson,,"Don Richardson@Don_Richardson13 Sep 2022Threeosix Industrial & Marcel Colomb First Nation Agree to Joint Venture for Construction
- pursuing specific contracts related to project development in MCFN's traditional territory, including around the town of Lynn Lake, Manitoba.#Indigenomicsprn.to/3LfETWH",Don Richardson@Don_Richardson13 Sep 2022,"Threeosix Industrial & Marcel Colomb First Nation Agree to Joint Venture for Construction
- pursuing specific contracts related to project development in MCFN's traditional territory, including around the town of Lynn Lake, Manitoba.#Indigenomicsprn.to/3LfETWH",13 Sep 2022,,,
"Carol Anne Hilton, MBA",@Hesquiaht,,"Carol Anne Hilton, MBA@Hesquiaht12 Sep 2022Let’s talk about empowerment and Indigenous womxn in business at#indigenomicsSHE! Register atWww.indigenomicsinstitute.co…7  more weeks!#indigenousbusiness#indigenousentrepreneurs#bcecon#caneconCome be a part of!#100billion#indigenouseconomy211","Carol Anne Hilton, MBA@Hesquiaht12 Sep 2022",Let’s talk about empowerment and Indigenous womxn in business at#indigenomicsSHE! Register atWww.indigenomicsinstitute.co…7  more weeks!#indigenousbusiness#indigenousentrepreneurs#bcecon#caneconCome be a part of!#100billion#indigenouseconomy,12 Sep 2022,211,,
Don Richardson,@Don_Richardson,,Don Richardson@Don_Richardson10 Sep 2022Teal Jones partners with the Pacheedaht First Nation to grow their role in forestry - The agreement includes creating an integrated resource management plan to protect at-risk species#Indigenomicsbcbusiness.ca/Teal-Jones-par…via@bcbusiness,Don Richardson@Don_Richardson10 Sep 2022,Teal Jones partners with the Pacheedaht First Nation to grow their role in forestry - The agreement includes creating an integrated resource management plan to protect at-risk species#Indigenomicsbcbusiness.ca/Teal-Jones-par…via@bcbusiness,10 Sep 2022,,,
Coast Funds,@coastfunds,,"Coast Funds@coastfunds9 Sep 2022🌱 FUNDING ALERT 🌱 Click below for a 🧵 of financial support available for#Indigenous-led initiatives in September, 2022! ⤵️#IndigenousFunding#Indigenomics#IndigenousTourism131",Coast Funds@coastfunds9 Sep 2022,"🌱 FUNDING ALERT 🌱 Click below for a 🧵 of financial support available for#Indigenous-led initiatives in September, 2022! ⤵️#IndigenousFunding#Indigenomics#IndigenousTourism",9 Sep 2022,131,,
DGW Law Corporation,@DGW_Law,,DGW Law Corporation@DGW_Law9 Sep 2022@BearsLairTV premiers this Sunday! Join the viewing party at the link below!#BearsLair#Indigenous#IndigenomicsThis tweet is unavailable,DGW Law Corporation@DGW_Law9 Sep 2022,@BearsLairTV premiers this Sunday! Join the viewing party at the link below!#BearsLair#Indigenous#Indigenomics,9 Sep 2022,,,
Sparx Publishing Group,@SparxPG,,"Sparx Publishing Group@SparxPG8 Sep 2022The Sparx team had the pleasure of attending@Hesquiaht’s presentation about#Indigenomicsat@UBCSauderSchool's Business for#SocialGoodConference in June, where we learned about the push toward a $100 billion Indigenous economy in Canada. 

Learn more:l8r.it/s25G11",Sparx Publishing Group@SparxPG8 Sep 2022,"The Sparx team had the pleasure of attending@Hesquiaht’s presentation about#Indigenomicsat@UBCSauderSchool's Business for#SocialGoodConference in June, where we learned about the push toward a $100 billion Indigenous economy in Canada. 

Learn more:l8r.it/s25G",8 Sep 2022,11,,
"Carol Anne Hilton, MBA",@Hesquiaht,,"Carol Anne Hilton, MBA@Hesquiaht8 Sep 2022@CanadianPMis this what you mean?#indigenomics#cdnpoli#canada#journalism#genocide#reconciliation#sitdownbarbie","Carol Anne Hilton, MBA@Hesquiaht8 Sep 2022",@CanadianPMis this what you mean?#indigenomics#cdnpoli#canada#journalism#genocide#reconciliation#sitdownbarbie,8 Sep 2022,,,
"Carol Anne Hilton, MBA",@Hesquiaht,,"Carol Anne Hilton, MBA@Hesquiaht8 Sep 2022What will economics become in the metaverse?#economic#metaverse#indigenomics","Carol Anne Hilton, MBA@Hesquiaht8 Sep 2022",What will economics become in the metaverse?#economic#metaverse#indigenomics,8 Sep 2022,,,
