name,username,is_verified,body,media-header,text,date,stats,timeline_item,url
,,,,,,,,,
"Carol Anne Hilton, MBA",@Hesquiaht,,"Carol Anne Hilton, MBA@Hesquiaht18 Feb 2022The Indigenomics Market is available for registration atindigenomicsinstitute.com#indigenomics#indigenouseconomy#indigenousentrepreneurship#impact#design58","Carol Anne Hilton, MBA@Hesquiaht18 Feb 2022",The Indigenomics Market is available for registration atindigenomicsinstitute.com#indigenomics#indigenouseconomy#indigenousentrepreneurship#impact#design,18 Feb 2022,58,,
"Carol Anne Hilton, MBA",@Hesquiaht,,"Carol Anne Hilton, MBA@Hesquiaht17 Feb 2022The Global Centre of Indigenomics will be leading an Indigenous led stream at the 'Beyond ESG' March Forum in partnership with Social Value International. Stay tuned! Direct message to be added for Global newsletter updates#indigenomics#indigenouseconomy#ESG#investing#impact811","Carol Anne Hilton, MBA@Hesquiaht17 Feb 2022",The Global Centre of Indigenomics will be leading an Indigenous led stream at the 'Beyond ESG' March Forum in partnership with Social Value International. Stay tuned! Direct message to be added for Global newsletter updates#indigenomics#indigenouseconomy#ESG#investing#impact,17 Feb 2022,811,,
"Carol Anne Hilton, MBA",@Hesquiaht,,"Carol Anne Hilton, MBA@Hesquiaht17 Feb 2022#indigenomics#indigenouseconomySheryl Lightfoot@sheryllightfoot17 Feb 2022The Constitutional Court of Ecuador has officially recognized the right of Indigenous peoples to decide whether harmful, extractive industries get access to their land.livekindly.co/ecuador-indige…#news#conservation#socialjustice11","Carol Anne Hilton, MBA@Hesquiaht17 Feb 2022",#indigenomics#indigenouseconomy,17 Feb 2022,11,,
Coast Funds,@coastfunds,,"Coast Funds@coastfunds17 Feb 2022After weathering two years of pandemic-related challenges,#IndigenousTourismbusinesses and operators across Canada are ready to reclaim the momentum that made it a multi-billion-dollar industry.#Indigenomicsow.ly/xrQC50HWcU82",Coast Funds@coastfunds17 Feb 2022,"After weathering two years of pandemic-related challenges,#IndigenousTourismbusinesses and operators across Canada are ready to reclaim the momentum that made it a multi-billion-dollar industry.#Indigenomicsow.ly/xrQC50HWcU8",17 Feb 2022,2,,
"Carol Anne Hilton, MBA",@Hesquiaht,,"Carol Anne Hilton, MBA@Hesquiaht17 Feb 2022#indigenomicsMSIFN - Mississaugas of Scugog Island First Nation@MSIFN16 Feb 2022The Ring of Fire, a mineral rich area in northern Ontario, has potential to endanger the lives of the First Nations local to the area. Due to lack of consultation, Chiefs have called the plan ""fundamentally flawed in their scope, purpose, and legitimacy.""cbc.ca/news/canada/thunder-b…1","Carol Anne Hilton, MBA@Hesquiaht17 Feb 2022",#indigenomics,17 Feb 2022,1,,
Another 13 Moon Woman,@enrichedbycode,,Another 13 Moon Woman@enrichedbycode16 Feb 2022Thanks again to Carol Ann Hilton for her brilliant book on#IndigenomicsIts perfect reading during a state of emergency across so called Canada (Kanata)#SocialUX12,Another 13 Moon Woman@enrichedbycode16 Feb 2022,Thanks again to Carol Ann Hilton for her brilliant book on#IndigenomicsIts perfect reading during a state of emergency across so called Canada (Kanata)#SocialUX,16 Feb 2022,12,,
Coast Funds,@coastfunds,,"Coast Funds@coastfunds16 Feb 2022Support for a Kwiḵwa̱sut’inux̱w Haxwa’mis First Nation (KHFN) tourism project will help attract new visitors to#VancouverIslandNorth, boost local economies & allow communities to recover from the impacts of the COVID-19 pandemic.  💪#Indigenomicsow.ly/wzZ950HWcuC12",Coast Funds@coastfunds16 Feb 2022,"Support for a Kwiḵwa̱sut’inux̱w Haxwa’mis First Nation (KHFN) tourism project will help attract new visitors to#VancouverIslandNorth, boost local economies & allow communities to recover from the impacts of the COVID-19 pandemic.  💪#Indigenomicsow.ly/wzZ950HWcuC",16 Feb 2022,12,,
"Carol Anne Hilton, MBA",@Hesquiaht,,"Carol Anne Hilton, MBA@Hesquiaht16 Feb 2022#indigenomicsin action#indigenouseconomy#100billion#canecon#saskeconTreaty Commissioner@TreatyOfficeSK16 Feb 2022Business partnership creates economic opportunities for Sask. First Nations /via@CTVNewssaskatoon.ctvnews.ca/busines…23","Carol Anne Hilton, MBA@Hesquiaht16 Feb 2022",#indigenomicsin action#indigenouseconomy#100billion#canecon#saskecon,16 Feb 2022,23,,
"Carol Anne Hilton, MBA",@Hesquiaht,,"Carol Anne Hilton, MBA@Hesquiaht15 Feb 2022Replying to@KahlonRav#indigenomics#100billlion#indigenouseconomy#UNDRIP- will it speak vaguely to ‘reconciliation’ and the ‘underserved minority’#indigenouseconomy#bcecon- or will BC finally get the importance of growing Indigenous economic strength? Stay tuned!11","Carol Anne Hilton, MBA@Hesquiaht15 Feb 2022",#indigenomics#100billlion#indigenouseconomy#UNDRIP- will it speak vaguely to ‘reconciliation’ and the ‘underserved minority’#indigenouseconomy#bcecon- or will BC finally get the importance of growing Indigenous economic strength? Stay tuned!,15 Feb 2022,11,,
