name,username,is_verified,body,media-header,text,date,stats,timeline_item,url
"Carol Anne Hilton, MBA",@Hesquiaht,,"Carol Anne Hilton, MBA@Hesquiaht18 May 2022The Navajo Nation’s first economist takes a fresh view on developmenthcn.org/issues/54.6/indigeno…via@highcountrynews#indigenomics17","Carol Anne Hilton, MBA@Hesquiaht18 May 2022",The Navajo Nation’s first economist takes a fresh view on developmenthcn.org/issues/54.6/indigeno…via@highcountrynews#indigenomics,18 May 2022,17,,
Don Richardson,@Don_Richardson,,"Don Richardson@Don_Richardson17 May 2022“That [would be] the clearest indication to the financial sector that consent has been secured, and the investment has been de-risked from that perspective,” Mr. Podlasly says.#Indigenomics2",Don Richardson@Don_Richardson17 May 2022,"“That [would be] the clearest indication to the financial sector that consent has been secured, and the investment has been de-risked from that perspective,” Mr. Podlasly says.#Indigenomics",17 May 2022,2,,
Don Richardson,@Don_Richardson,,"Don Richardson@Don_Richardson16 May 2022From freshwater to fork: How two chefs turned fishmongers are trying to rejig supply chains around local catch - ""why do we have to put fish on a plane?"" /via@globeandmailtheglobeandmail.com/canada/a…#Indigenomics21",Don Richardson@Don_Richardson16 May 2022,"From freshwater to fork: How two chefs turned fishmongers are trying to rejig supply chains around local catch - ""why do we have to put fish on a plane?"" /via@globeandmailtheglobeandmail.com/canada/a…#Indigenomics",16 May 2022,21,,
Don Richardson,@Don_Richardson,,"Don Richardson@Don_Richardson14 May 2022Federal assessment begins of Timmins nickel mine project - 
Canada Nickel inks agreements with three First Nation communities - Process Agreements signed with nearby Taykwa Tagamou Nation, Matachewan First Nation, and Mattagami First Nationnorthernontariobusiness.com/…#Indigenomics112",Don Richardson@Don_Richardson14 May 2022,"Federal assessment begins of Timmins nickel mine project - 
Canada Nickel inks agreements with three First Nation communities - Process Agreements signed with nearby Taykwa Tagamou Nation, Matachewan First Nation, and Mattagami First Nationnorthernontariobusiness.com/…#Indigenomics",14 May 2022,112,,
All Nations Canna,@allnationscanna,,All Nations Canna@allnationscanna14 May 2022If you are at@liftandcostop by the Industry stage today at 12:30 to hear our CEO Darwin Douglas speak about the importance of diversity in the Canadian cannabis industry with an Indigenous perspective.#canadiancannabis#liftandco#Indigenomics#Indigenouscannabis3,All Nations Canna@allnationscanna14 May 2022,If you are at@liftandcostop by the Industry stage today at 12:30 to hear our CEO Darwin Douglas speak about the importance of diversity in the Canadian cannabis industry with an Indigenous perspective.#canadiancannabis#liftandco#Indigenomics#Indigenouscannabis,14 May 2022,3,,
Don Richardson,@Don_Richardson,,"Don Richardson@Don_Richardson14 May 2022Number of Indigenous businesses growing rapidly in Saskatchewan - Spending by Indigenous businesses has also tripled in past decade, says industry official#Indigenomicscbc.ca/news/canada/saskatoon…",Don Richardson@Don_Richardson14 May 2022,"Number of Indigenous businesses growing rapidly in Saskatchewan - Spending by Indigenous businesses has also tripled in past decade, says industry official#Indigenomicscbc.ca/news/canada/saskatoon…",14 May 2022,,,
Chrystia Chudczak 📷 🇨🇦 🇺🇦 🇵🇱 🇪🇺,@ChrystiaC,,"Chrystia Chudczak 📷 🇨🇦 🇺🇦 🇵🇱 🇪🇺@ChrystiaC13 May 2022Bringing#LEGOSeriousPlayto#Indigenomics#Design#Conferencenext week to beautiful#Vancouver.  Can't wait.#IndianActEconomics#100Billion#cdnpoliCarol Anne Hilton, MBA@Hesquiaht13 May 2022Sold out for the#IndigenomicsDesign Conference ‘Activating the financial architecture of the 100 billion dollar Indigenous economy’#canecon#indianActEconomics#100billion#cdnpoli3",Chrystia Chudczak 📷 🇨🇦 🇺🇦 🇵🇱 🇪🇺@ChrystiaC13 May 2022,Bringing#LEGOSeriousPlayto#Indigenomics#Design#Conferencenext week to beautiful#Vancouver.  Can't wait.#IndianActEconomics#100Billion#cdnpoli,13 May 2022,3,,
"Carol Anne Hilton, MBA",@Hesquiaht,,"Carol Anne Hilton, MBA@Hesquiaht13 May 2022Sold out for the#IndigenomicsDesign Conference ‘Activating the financial architecture of the 100 billion dollar Indigenous economy’#canecon#indianActEconomics#100billion#cdnpoli1123","Carol Anne Hilton, MBA@Hesquiaht13 May 2022",Sold out for the#IndigenomicsDesign Conference ‘Activating the financial architecture of the 100 billion dollar Indigenous economy’#canecon#indianActEconomics#100billion#cdnpoli,13 May 2022,1123,,
Chrystia Chudczak 📷 🇨🇦 🇺🇦 🇵🇱 🇪🇺,@ChrystiaC,,"Chrystia Chudczak 📷 🇨🇦 🇺🇦 🇵🇱 🇪🇺@ChrystiaC12 May 2022Trifecta.#Hockey#Indigenomics#War.  Experiencing how creativity, innovation & storytelling converge.  Via design.#Ukraine@Hesquiaht",Chrystia Chudczak 📷 🇨🇦 🇺🇦 🇵🇱 🇪🇺@ChrystiaC12 May 2022,"Trifecta.#Hockey#Indigenomics#War.  Experiencing how creativity, innovation & storytelling converge.  Via design.#Ukraine@Hesquiaht",12 May 2022,,,
"Carol Anne Hilton, MBA",@Hesquiaht,,"Carol Anne Hilton, MBA@Hesquiaht12 May 2022Thank you Frog Radio for putting together this#Indigenomicsplaylist!thefrogradio.com/indigenomic…Check it out! Please share!10","Carol Anne Hilton, MBA@Hesquiaht12 May 2022",Thank you Frog Radio for putting together this#Indigenomicsplaylist!thefrogradio.com/indigenomic…Check it out! Please share!,12 May 2022,10,,
