name,username,is_verified,body,media-header,text,date,stats,timeline_item,url
,,,,,,,,,
BearsLair_TV,@BearslairT,,"BearsLair_TV@BearslairT8 Nov 2022Is your organization interested in sponsoring a Bears Lair Youth Dream Camp?  If so, email us TODAY!#bearslairyouthcamps#bearslairyouthdreamcampsbearslairtv.com#BearsLairTV#BearsLair#SpiritofCoopetition#Indigenomics#aboriginal#indigenousentrepreneurs",BearsLair_TV@BearslairT8 Nov 2022,"Is your organization interested in sponsoring a Bears Lair Youth Dream Camp?  If so, email us TODAY!#bearslairyouthcamps#bearslairyouthdreamcampsbearslairtv.com#BearsLairTV#BearsLair#SpiritofCoopetition#Indigenomics#aboriginal#indigenousentrepreneurs",8 Nov 2022,,,
BearsLair_TV,@BearslairT,,BearsLair_TV@BearslairT8 Nov 2022Thank you again to our incredible Episode 1 contestants!@malloryyawnghwe#indigenousbox@AlbertaK9@SaplingAndFlintbearslairtv.com#BearsLairTV#BearsLair#SpiritofCoopetition#Indigenomics#aboriginal1,BearsLair_TV@BearslairT8 Nov 2022,Thank you again to our incredible Episode 1 contestants!@malloryyawnghwe#indigenousbox@AlbertaK9@SaplingAndFlintbearslairtv.com#BearsLairTV#BearsLair#SpiritofCoopetition#Indigenomics#aboriginal,8 Nov 2022,1,,
"Carol Anne Hilton, MBA",@Hesquiaht,,"Carol Anne Hilton, MBA@Hesquiaht7 Nov 2022The Indigenomics Institute is hiring!#indigenomics#indigenouseconomy#100billion1217","Carol Anne Hilton, MBA@Hesquiaht7 Nov 2022",The Indigenomics Institute is hiring!#indigenomics#indigenouseconomy#100billion,7 Nov 2022,1217,,
BearsLair_TV,@BearslairT,,BearsLair_TV@BearslairT7 Nov 2022Thank you to our amazing Thunderbird Sponsor#WMBSpecialtybearslairtv.com#BearsLairTV#BearsLair#SpiritofCoopetition#Indigenomics#Indigenouswomen#aboriginal#indigenousentrepreneurs,BearsLair_TV@BearslairT7 Nov 2022,Thank you to our amazing Thunderbird Sponsor#WMBSpecialtybearslairtv.com#BearsLairTV#BearsLair#SpiritofCoopetition#Indigenomics#Indigenouswomen#aboriginal#indigenousentrepreneurs,7 Nov 2022,,,
BearsLair_TV,@BearslairT,,BearsLair_TV@BearslairT7 Nov 2022Congratulations to our Season 1 winners of Bears' Lair TV on@APTNtv@AgriTechNorthbearslairtv.com#BearsLairTV#BearsLair#SpiritofCoopetition#Indigenomics#aboriginal#indigenousentrepreneurs125,BearsLair_TV@BearslairT7 Nov 2022,Congratulations to our Season 1 winners of Bears' Lair TV on@APTNtv@AgriTechNorthbearslairtv.com#BearsLairTV#BearsLair#SpiritofCoopetition#Indigenomics#aboriginal#indigenousentrepreneurs,7 Nov 2022,125,,
BearsLair_TV,@BearslairT,,"BearsLair_TV@BearslairT6 Nov 2022Tune in tonight on@APTNtvto watch the Season Finale of#bearslairtvand find out who wins the $100,000 prize!bearslairtv.com#BearsLairTV#BearsLair#SpiritofCoopetition#Indigenomics#aboriginal#indigenousentrepreneurs1",BearsLair_TV@BearslairT6 Nov 2022,"Tune in tonight on@APTNtvto watch the Season Finale of#bearslairtvand find out who wins the $100,000 prize!bearslairtv.com#BearsLairTV#BearsLair#SpiritofCoopetition#Indigenomics#aboriginal#indigenousentrepreneurs",6 Nov 2022,1,,
Strength of Women,@Leadingwithhsd,,"Strength of Women@Leadingwithhsd6 Nov 2022#IndigenomicsChief@cadmusd#aseatatthetable@Hesquiaht@cowessessfnCadmus@cadmusd4 Nov 2022Cowessess achieved another economic self-sustaining project, a 10 MW solar field located close to Cowessess Gas and Grocery 2 near Regina. Cowessess will sell power generated back to the SaskPower grid. A gathering for Cowessess will be Tuesday and a public announcement next day",Strength of Women@Leadingwithhsd6 Nov 2022,#IndigenomicsChief@cadmusd#aseatatthetable@Hesquiaht@cowessessfn,6 Nov 2022,,,
Strength of Women,@Leadingwithhsd,,Strength of Women@Leadingwithhsd6 Nov 2022Essential read:#Indigenomicsby@Hesquiaht#indigenouswaysofknowing#INDIGENOUS#worldview#seatsattheeconomictable#riskofdoingnothingIllusion 2: Why don't they just get over it? Debunk on page 123.#truthtowardshealingandreconciliation11,Strength of Women@Leadingwithhsd6 Nov 2022,Essential read:#Indigenomicsby@Hesquiaht#indigenouswaysofknowing#INDIGENOUS#worldview#seatsattheeconomictable#riskofdoingnothingIllusion 2: Why don't they just get over it? Debunk on page 123.#truthtowardshealingandreconciliation,6 Nov 2022,11,,
Strength of Women,@Leadingwithhsd,,Strength of Women@Leadingwithhsd6 Nov 2022Essential read:#Indigenomicsby@Hesquiaht#indigenouswaysofknowing#INDIGENOUS#worldview#seatsattheeconomictable#riskofdoingnothingIllusion 2: Why don't they just get over it? Debunk on page 123.#truthtowardshealingandreconciliation1,Strength of Women@Leadingwithhsd6 Nov 2022,Essential read:#Indigenomicsby@Hesquiaht#indigenouswaysofknowing#INDIGENOUS#worldview#seatsattheeconomictable#riskofdoingnothingIllusion 2: Why don't they just get over it? Debunk on page 123.#truthtowardshealingandreconciliation,6 Nov 2022,1,,
BearsLair_TV,@BearslairT,,BearsLair_TV@BearslairT5 Nov 2022Thank you to our Abalone Sponsor@InBCInvestmentbearslairtv.com#BearsLairTV#BearsLair#SpiritofCoopetition#Indigenomics#aboriginal#indigenousentrepreneurs1,BearsLair_TV@BearslairT5 Nov 2022,Thank you to our Abalone Sponsor@InBCInvestmentbearslairtv.com#BearsLairTV#BearsLair#SpiritofCoopetition#Indigenomics#aboriginal#indigenousentrepreneurs,5 Nov 2022,1,,
