name,username,is_verified,body,media-header,text,date,stats,timeline_item,url
,,,,,,,,,
Treaty One,@treatyonenation,,Treaty One@treatyonenation24 Aug 2022Congrats to Long Plain Chief and Council on this new and exciting endeavour!#Treaty1#treatyone#firstnations#indigenous#business#opportunity#indigenomics#economicdevelopment3,Treaty One@treatyonenation24 Aug 2022,Congrats to Long Plain Chief and Council on this new and exciting endeavour!#Treaty1#treatyone#firstnations#indigenous#business#opportunity#indigenomics#economicdevelopment,24 Aug 2022,3,,
"Carol Anne Hilton, MBA",@Hesquiaht,,"Carol Anne Hilton, MBA@Hesquiaht24 Aug 2022Final week to get the early bird rate for the national Indigenomics SHE gathering of Indigenous women in business!#indigenomics#SHE#indigenouswomeninbusiness#indigenouswomenontherise#indigenouseconomy#100billionindigenomicsinstitute.com12","Carol Anne Hilton, MBA@Hesquiaht24 Aug 2022",Final week to get the early bird rate for the national Indigenomics SHE gathering of Indigenous women in business!#indigenomics#SHE#indigenouswomeninbusiness#indigenouswomenontherise#indigenouseconomy#100billionindigenomicsinstitute.com,24 Aug 2022,12,,
Don Richardson,@Don_Richardson,,"Don Richardson@Don_Richardson23 Aug 2022'Ownership Changes Everything' campaign advocates for Indigenous ownership in resource sector - 
The#OwnershipChangesEverythingcampaign does not just advocate for change. It also provides possible solutionsleaderpost.com/news/saskatch…#Indigenomics1",Don Richardson@Don_Richardson23 Aug 2022,"'Ownership Changes Everything' campaign advocates for Indigenous ownership in resource sector - 
The#OwnershipChangesEverythingcampaign does not just advocate for change. It also provides possible solutionsleaderpost.com/news/saskatch…#Indigenomics",23 Aug 2022,1,,
Catherine Ruddell,@CatRuddell,,"Catherine Ruddell@CatRuddell21 Aug 2022Today is the last day to apply for this great new position!#IndigenousYouth#ArtsProgramming#CreativeEntrepreneurs#IndigenomicsinPath@_inPath_16 Aug 2022#ApplyNowThis role supports an all-Indigenous program team who coordinate a program designed for and alongside Indigenous youth who want to work in the#CreativeSectorAPPLY BY: Aug 21, 11:59 EST
MORE INFO:inpath.ca/work-with-us/#IndigenousLeadership#Hiring#ArtistSupport",Catherine Ruddell@CatRuddell21 Aug 2022,Today is the last day to apply for this great new position!#IndigenousYouth#ArtsProgramming#CreativeEntrepreneurs#Indigenomics,21 Aug 2022,,,
Don Richardson,@Don_Richardson,,"Don Richardson@Don_Richardson19 Aug 2022Port of Belledune in New Brunswick wants to build#hydrogenproduction plant - Cross River and the Port of Belledune are also working with nearby Pabineau First Nation, federal and provincial governments on the projectcbc.ca/news/canada/new-bruns…#Indigenomics1",Don Richardson@Don_Richardson19 Aug 2022,"Port of Belledune in New Brunswick wants to build#hydrogenproduction plant - Cross River and the Port of Belledune are also working with nearby Pabineau First Nation, federal and provincial governments on the projectcbc.ca/news/canada/new-bruns…#Indigenomics",19 Aug 2022,1,,
"Carol Anne Hilton, MBA",@Hesquiaht,,"Carol Anne Hilton, MBA@Hesquiaht19 Aug 2022Honored to be named in the BC top 500 leaders alongside many many many notable leaders!#BC#bcecon#indigenomics#indigenouseconomy#100billion#economicdevelopmentbc500.biv.com/categories/eco…2115","Carol Anne Hilton, MBA@Hesquiaht19 Aug 2022",Honored to be named in the BC top 500 leaders alongside many many many notable leaders!#BC#bcecon#indigenomics#indigenouseconomy#100billion#economicdevelopmentbc500.biv.com/categories/eco…,19 Aug 2022,2115,,
"Carol Anne Hilton, MBA",@Hesquiaht,,"Carol Anne Hilton, MBA@Hesquiaht19 Aug 2022The Indigenomics SHE agenda is now online atindigenomicsinstitute.comRegister today- early bird rate closes August 31st#indigenomics#indigenouseconomy#100billion#indigenouswomenontherise#indigenousentrepreneur#SHE#indigenousbusiness44","Carol Anne Hilton, MBA@Hesquiaht19 Aug 2022",The Indigenomics SHE agenda is now online atindigenomicsinstitute.comRegister today- early bird rate closes August 31st#indigenomics#indigenouseconomy#100billion#indigenouswomenontherise#indigenousentrepreneur#SHE#indigenousbusiness,19 Aug 2022,44,,
Don Richardson,@Don_Richardson,,"Don Richardson@Don_Richardson18 Aug 2022@OntarioCofC's Blueprint to Bolster Ontario's Economy includes prioritizing economic reconciliation with Indigenous peoples, supporting Indigenous entrepreneursptbocanada.com/journal/voice…#Indigenomics",Don Richardson@Don_Richardson18 Aug 2022,"@OntarioCofC's Blueprint to Bolster Ontario's Economy includes prioritizing economic reconciliation with Indigenous peoples, supporting Indigenous entrepreneursptbocanada.com/journal/voice…#Indigenomics",18 Aug 2022,,,
Don Richardson,@Don_Richardson,,"Don Richardson@Don_Richardson18 Aug 2022Wataynikaneyap Power Reaches Major Milestone - completion and energization of a 230 kV line, approximately 300 kilometers from Dinorwic to Pickle Lake, Ontariotheogm.com/2022/08/17/watayn…#Indigenomics",Don Richardson@Don_Richardson18 Aug 2022,"Wataynikaneyap Power Reaches Major Milestone - completion and energization of a 230 kV line, approximately 300 kilometers from Dinorwic to Pickle Lake, Ontariotheogm.com/2022/08/17/watayn…#Indigenomics",18 Aug 2022,,,
