name,username,is_verified,body,media-header,text,date,stats,timeline_item,url
,,,,,,,,,
Don Richardson,@Don_Richardson,,"Don Richardson@Don_Richardson25 Apr 2022Marathon, Biigtigong Nishnaabeg First Nation move forward with new commercial port - Two communities sign MOU to work together on development of port, which would be built in Marathon#Indigenomicscbc.ca/news/canada/thunder-b…1",Don Richardson@Don_Richardson25 Apr 2022,"Marathon, Biigtigong Nishnaabeg First Nation move forward with new commercial port - Two communities sign MOU to work together on development of port, which would be built in Marathon#Indigenomicscbc.ca/news/canada/thunder-b…",25 Apr 2022,1,,
"Carol Anne Hilton, MBA",@Hesquiaht,,"Carol Anne Hilton, MBA@Hesquiaht23 Apr 2022#indigenomics#indigenouseconomy#100billionMaureen O'Mahoney@cheerio4623 Apr 2022'Significant day for the north': Nechalacho's first rare minerals shipment leaves Hay River | CBC News#rees#Indigenous#ecoconsciousbit.ly/3k6GMs414","Carol Anne Hilton, MBA@Hesquiaht23 Apr 2022",#indigenomics#indigenouseconomy#100billion,23 Apr 2022,14,,
"Carol Anne Hilton, MBA",@Hesquiaht,,"Carol Anne Hilton, MBA@Hesquiaht23 Apr 2022#indigenomicsin actionCBC Indigenous@CBCIndigenous22 Apr 2022The Hudson's Bay Co., which facilitated the colonization of Western Canada 352 years ago, is transferring its former flagship department store in downtown Winnipeg to Indigenous ownership.cbc.ca/news/canada/manitoba/…310","Carol Anne Hilton, MBA@Hesquiaht23 Apr 2022",#indigenomicsin action,23 Apr 2022,310,,
"Carol Anne Hilton, MBA",@Hesquiaht,,"Carol Anne Hilton, MBA@Hesquiaht23 Apr 2022Thrilled to see the Indigenomics book achieve best seller status!#indigenomics#indigenouseconomy#canecon#indigenous#economy#100billion5117","Carol Anne Hilton, MBA@Hesquiaht23 Apr 2022",Thrilled to see the Indigenomics book achieve best seller status!#indigenomics#indigenouseconomy#canecon#indigenous#economy#100billion,23 Apr 2022,5117,,
Don Richardson,@Don_Richardson,,"Don Richardson@Don_Richardson23 Apr 2022The Southern Chiefs’ Organization (SCO) has developed a visionary plan to transform the iconic Hudson’s Bay Company (HBC) heritage building in downtown Winnipeg
into a space for economic and social reconciliation, with low carbon, low energyfinancialpost.com/pmn/press-…#Indigenomics1",Don Richardson@Don_Richardson23 Apr 2022,"The Southern Chiefs’ Organization (SCO) has developed a visionary plan to transform the iconic Hudson’s Bay Company (HBC) heritage building in downtown Winnipeg
into a space for economic and social reconciliation, with low carbon, low energyfinancialpost.com/pmn/press-…#Indigenomics",23 Apr 2022,1,,
Don Richardson,@Don_Richardson,,"Don Richardson@Don_Richardson23 Apr 2022Gov't of Canada highlights more than $163 million in funding to bring high-speed Internet access to 7,772 households in Ontario - includes#Aroland,#Ginoogaming, and#ConstanceLakeFirst Nations and Kuhkenah Network (K-Net) First Nationsyahoo.com/now/government-can…#Indigenomics",Don Richardson@Don_Richardson23 Apr 2022,"Gov't of Canada highlights more than $163 million in funding to bring high-speed Internet access to 7,772 households in Ontario - includes#Aroland,#Ginoogaming, and#ConstanceLakeFirst Nations and Kuhkenah Network (K-Net) First Nationsyahoo.com/now/government-can…#Indigenomics",23 Apr 2022,,,
Don Richardson,@Don_Richardson,,"Don Richardson@Don_Richardson22 Apr 2022New life for old Bay: ‘Tangible action’: Southern Chiefs’ Organization in Manitoba to transform downtown Hudson's Bay building icon into affordable housing, daycare, museum#Indigenomicswinnipegfreepress.com/local/…21",Don Richardson@Don_Richardson22 Apr 2022,"New life for old Bay: ‘Tangible action’: Southern Chiefs’ Organization in Manitoba to transform downtown Hudson's Bay building icon into affordable housing, daycare, museum#Indigenomicswinnipegfreepress.com/local/…",22 Apr 2022,21,,
Don Richardson,@Don_Richardson,,"Don Richardson@Don_Richardson21 Apr 2022Former downtown Winnipeg Hudson's Bay Co. store to be transferred to Indigenous leadership, will be used partly for affordable housing - Official announcement with Prime Minister Justin Trudeau expected Friday, provincial source says#Indigenomicscbc.ca/news/canada/manitoba/…",Don Richardson@Don_Richardson21 Apr 2022,"Former downtown Winnipeg Hudson's Bay Co. store to be transferred to Indigenous leadership, will be used partly for affordable housing - Official announcement with Prime Minister Justin Trudeau expected Friday, provincial source says#Indigenomicscbc.ca/news/canada/manitoba/…",21 Apr 2022,,,
Coast Funds,@coastfunds,,"Coast Funds@coastfunds21 Apr 2022🌱 FUNDING ALERT 🌱 Click below for a 🧵 of financial support available for#Indigenous-led initiatives in April, 2022! ⤵️#IndigenousFunding#Indigenomics#IndigenousTourism121",Coast Funds@coastfunds21 Apr 2022,"🌱 FUNDING ALERT 🌱 Click below for a 🧵 of financial support available for#Indigenous-led initiatives in April, 2022! ⤵️#IndigenousFunding#Indigenomics#IndigenousTourism",21 Apr 2022,121,,
"Carol Anne Hilton, MBA",@Hesquiaht,,"Carol Anne Hilton, MBA@Hesquiaht21 Apr 2022It's time! Registration is filling up for the Indigenomcis Design Forum - Activating the Financial Architecture of the 100 Billion Dollar Indigenous Economy!#indigenomics#indigenouseconomy#100billionindigenomicsinstitute.comRegistration closes on May 5th.23","Carol Anne Hilton, MBA@Hesquiaht21 Apr 2022",It's time! Registration is filling up for the Indigenomcis Design Forum - Activating the Financial Architecture of the 100 Billion Dollar Indigenous Economy!#indigenomics#indigenouseconomy#100billionindigenomicsinstitute.comRegistration closes on May 5th.,21 Apr 2022,23,,
"Carol Anne Hilton, MBA",@Hesquiaht,,"Carol Anne Hilton, MBA@Hesquiaht21 Apr 2022Have you registered? Registration is closing soon!#indigenomicsindigenomicsinstitute.com13","Carol Anne Hilton, MBA@Hesquiaht21 Apr 2022",Have you registered? Registration is closing soon!#indigenomicsindigenomicsinstitute.com,21 Apr 2022,13,,
"Carol Anne Hilton, MBA",@Hesquiaht,,"Carol Anne Hilton, MBA@Hesquiaht21 Apr 2022#indigenomicsin actionNorthOntarioBiz@NorthOntarioBiz21 Apr 2022Marathon and Biigtigong Nishnaabeg teaming up to create a port authoritynorthernontariobusiness.com/…12","Carol Anne Hilton, MBA@Hesquiaht21 Apr 2022",#indigenomicsin action,21 Apr 2022,12,,
"Carol Anne Hilton, MBA",@Hesquiaht,,"Carol Anne Hilton, MBA@Hesquiaht21 Apr 2022#indigenomics!This tweet is unavailable17","Carol Anne Hilton, MBA@Hesquiaht21 Apr 2022",#indigenomics!,21 Apr 2022,17,,
Frontier Collective,@FrontierBC,,Frontier Collective@FrontierBC20 Apr 2022What an inspiring chat with@Hesquiaht!#indigenomicsThis tweet is unavailable13,Frontier Collective@FrontierBC20 Apr 2022,What an inspiring chat with@Hesquiaht!#indigenomics,20 Apr 2022,13,,
Don Richardson,@Don_Richardson,,"Don Richardson@Don_Richardson19 Apr 2022Paper Excellence, Hupacasath First Nation sign MOU - intentions of both parties to build a collaborative relationship. In December 2021, Paper Excellence’s Port Alberni mill also signed an MOU with Tseshaht First Nation.vancouverislandfreedaily.com…#Indigenomics1",Don Richardson@Don_Richardson19 Apr 2022,"Paper Excellence, Hupacasath First Nation sign MOU - intentions of both parties to build a collaborative relationship. In December 2021, Paper Excellence’s Port Alberni mill also signed an MOU with Tseshaht First Nation.vancouverislandfreedaily.com…#Indigenomics",19 Apr 2022,1,,
Don Richardson,@Don_Richardson,,"Don Richardson@Don_Richardson15 Apr 2022Economic reconciliation with Indigenous peoples must become more common on Bay Street:#Toromont,#BCE, insurer@IAcanadaare latest to make public commitments on#Indigenousinclusionafter holding talks with @share_ca
 /via@globeandmail#Indigenomicstheglobeandmail.com/business…11",Don Richardson@Don_Richardson15 Apr 2022,"Economic reconciliation with Indigenous peoples must become more common on Bay Street:#Toromont,#BCE, insurer@IAcanadaare latest to make public commitments on#Indigenousinclusionafter holding talks with @share_ca
 /via@globeandmail#Indigenomicstheglobeandmail.com/business…",15 Apr 2022,11,,
Don Richardson,@Don_Richardson,,"Don Richardson@Don_Richardson15 Apr 2022The $1.6 billion Woodfibre LNG project in Squamish is finally officially a go - project has support of the Squamish First Nation, which has an IBA with Woodfibre#LNG, the BC gov't and FortisBC that includes $225.7M and land totaling 422 habiv.com/article/2022/04/wood…#Indigenomics1",Don Richardson@Don_Richardson15 Apr 2022,"The $1.6 billion Woodfibre LNG project in Squamish is finally officially a go - project has support of the Squamish First Nation, which has an IBA with Woodfibre#LNG, the BC gov't and FortisBC that includes $225.7M and land totaling 422 habiv.com/article/2022/04/wood…#Indigenomics",15 Apr 2022,1,,
Don Richardson,@Don_Richardson,,"Don Richardson@Don_Richardson14 Apr 2022Fort William First Nation, Red Rock Indian Band and the Biinjitiwaabik Zaaging Anishinaabek jointly announce that they have advanced their relationship through a signed Exploration Agreement with Clean Air Metals Inc.@cleanairmetalsnewswire.ca/news-releases/cl…#Indigenomics2",Don Richardson@Don_Richardson14 Apr 2022,"Fort William First Nation, Red Rock Indian Band and the Biinjitiwaabik Zaaging Anishinaabek jointly announce that they have advanced their relationship through a signed Exploration Agreement with Clean Air Metals Inc.@cleanairmetalsnewswire.ca/news-releases/cl…#Indigenomics",14 Apr 2022,2,,
Don Richardson,@Don_Richardson,,"Don Richardson@Don_Richardson14 Apr 2022""A fax is not consulting"" - Saskatchewan: Nippi-Albright bill aims to transform#dutytoconsultfor Indigenous communities - to ensure that Indigenous communities are meaningful partners when impacted by Crown land sales or other developmentsleaderpost.com/news/saskatch…#Indigenomics12",Don Richardson@Don_Richardson14 Apr 2022,"""A fax is not consulting"" - Saskatchewan: Nippi-Albright bill aims to transform#dutytoconsultfor Indigenous communities - to ensure that Indigenous communities are meaningful partners when impacted by Crown land sales or other developmentsleaderpost.com/news/saskatch…#Indigenomics",14 Apr 2022,12,,
Don Richardson,@Don_Richardson,,"Don Richardson@Don_Richardson14 Apr 2022Mississauga First Nation’s#aquacultureproject is taking shape - a land-based, recirculating aquaculture project that will create meaningful, long-term employment for community membersnorthernontariobusiness.com/…via@NorthOntarioBiz#Indigenomics1",Don Richardson@Don_Richardson14 Apr 2022,"Mississauga First Nation’s#aquacultureproject is taking shape - a land-based, recirculating aquaculture project that will create meaningful, long-term employment for community membersnorthernontariobusiness.com/…via@NorthOntarioBiz#Indigenomics",14 Apr 2022,1,,
