name,username,is_verified,body,media-header,text,date,stats,timeline_item,url
,,,,,,,,,
pipikwan pêhtâkwan,@pipikwanpcomms,,"pipikwan pêhtâkwan@pipikwanpcomms28 Jun 2022pipikwan pêhtâkwan is proud to be working with Axxcelus Capital Advisory. Axxcelus was selected by First Nation Capital Investment Partnership (FNCIP) as their financial advisor to source, evaluate, structure and finance opportunities.#Indigenomics1316",pipikwan pêhtâkwan@pipikwanpcomms28 Jun 2022,"pipikwan pêhtâkwan is proud to be working with Axxcelus Capital Advisory. Axxcelus was selected by First Nation Capital Investment Partnership (FNCIP) as their financial advisor to source, evaluate, structure and finance opportunities.#Indigenomics",28 Jun 2022,1316,,
Oweesta,@Oweesta,,"Oweesta@Oweesta28 Jun 2022In one hour, we’re kicking off our annual#OCAC22with a welcome from our CEO Chrystel Cornelius and special remarks from@Hesquiahtfrom#Indigenomics. Join us:nativecdficonvening.org/15",Oweesta@Oweesta28 Jun 2022,"In one hour, we’re kicking off our annual#OCAC22with a welcome from our CEO Chrystel Cornelius and special remarks from@Hesquiahtfrom#Indigenomics. Join us:nativecdficonvening.org/",28 Jun 2022,15,,
"Carol Anne Hilton, MBA",@Hesquiaht,,"Carol Anne Hilton, MBA@Hesquiaht27 Jun 2022If ya’ll aint following@nchkaycorp- you should! Key player in the 100 billion dollar#indigenouseconomy#bcpoli#UNDRIP#100billion#bcecon#canecon#indigenomics#YVR126","Carol Anne Hilton, MBA@Hesquiaht27 Jun 2022",If ya’ll aint following@nchkaycorp- you should! Key player in the 100 billion dollar#indigenouseconomy#bcpoli#UNDRIP#100billion#bcecon#canecon#indigenomics#YVR,27 Jun 2022,126,,
Don Richardson,@Don_Richardson,,"Don Richardson@Don_Richardson26 Jun 2022Winnipeg council approves tax deals with First Nations groups for urban reserve, Hudson's Bay redevelopment -#Indigenomicscbc.ca/news/canada/manitoba/…12",Don Richardson@Don_Richardson26 Jun 2022,"Winnipeg council approves tax deals with First Nations groups for urban reserve, Hudson's Bay redevelopment -#Indigenomicscbc.ca/news/canada/manitoba/…",26 Jun 2022,12,,
Carol Liao,@carolmliao,,"Carol Liao@carolmliao24 Jun 2022Powerful & dynamic talk by@HesquiahtCEO#Indigenomicson radical inclusion & growth of the Indigenous economy at#BusinessforSocialGoodconference - important call to action & invitation for business👏 

@White_K8@UBCSauderSchool@c_e_stephenson#DhillonEthics17",Carol Liao@carolmliao24 Jun 2022,"Powerful & dynamic talk by@HesquiahtCEO#Indigenomicson radical inclusion & growth of the Indigenous economy at#BusinessforSocialGoodconference - important call to action & invitation for business👏 

@White_K8@UBCSauderSchool@c_e_stephenson#DhillonEthics",24 Jun 2022,17,,
DGW Law Corporation,@DGW_Law,,DGW Law Corporation@DGW_Law24 Jun 2022#NIHM2022#IndigenousHistoryMonth#Indigenous#Indigenomics#supportIndigenous#supportindigenousbusiness#recociliation#reconciliACTION,DGW Law Corporation@DGW_Law24 Jun 2022,#NIHM2022#IndigenousHistoryMonth#Indigenous#Indigenomics#supportIndigenous#supportindigenousbusiness#recociliation#reconciliACTION,24 Jun 2022,,,
DGW Law Corporation,@DGW_Law,,"DGW Law Corporation@DGW_Law24 Jun 2022Another @BearsLairTV profile with creator Geena Jackson! The show airs on @APTN in September, and@DGW_Law's John Gailus is a guest judge on one episode!bnnbloomberg.ca/video/busine…#NIHM2022#IndigenousHistoryMonth#Indigenous#Indigenomics#supportindigenousbusiness1",DGW Law Corporation@DGW_Law24 Jun 2022,"Another @BearsLairTV profile with creator Geena Jackson! The show airs on @APTN in September, and@DGW_Law's John Gailus is a guest judge on one episode!bnnbloomberg.ca/video/busine…#NIHM2022#IndigenousHistoryMonth#Indigenous#Indigenomics#supportindigenousbusiness",24 Jun 2022,1,,
Darlene Duggan,@DugganIntl,,"Darlene Duggan@DugganIntl24 Jun 2022Congrats to IPM, Intergrated Project Managementintegrated-pm.ca/for supporting the Ontario Native Women's Association.#indigenousbusiness#indigenomics#projectmanagementprofessionallnkd.in/g3RG9TdT",Darlene Duggan@DugganIntl24 Jun 2022,"Congrats to IPM, Intergrated Project Managementintegrated-pm.ca/for supporting the Ontario Native Women's Association.#indigenousbusiness#indigenomics#projectmanagementprofessionallnkd.in/g3RG9TdT",24 Jun 2022,,,
Brodie Guy 🇨🇦,@brodieguy,,Brodie Guy 🇨🇦@brodieguy23 Jun 2022Wonderful film by the First Nations of Maa-nulth Treaty Society. This brand-new documentary chronicles the first 10 years of implementation of the Treaty.#inspiring#selfdetermination#indigenomicspiped.video/watch?v=6GWIDcpj…,Brodie Guy 🇨🇦@brodieguy23 Jun 2022,Wonderful film by the First Nations of Maa-nulth Treaty Society. This brand-new documentary chronicles the first 10 years of implementation of the Treaty.#inspiring#selfdetermination#indigenomicspiped.video/watch?v=6GWIDcpj…,23 Jun 2022,,,
