name,username,is_verified,body,media-header,text,date,stats,timeline_item,url
,,,,,,,,,
BearsLair_TV,@BearslairT,,BearsLair_TV@BearslairT24 Oct 2022Thank you to our Thunderbird Sponsor@scotiabank.#BearsLairTV#BearsLair#SpiritofCoopetition#Indigenomics#Indigenouswomen#aboriginal#indigenousentrepreneursbearslairtv.com,BearsLair_TV@BearslairT24 Oct 2022,Thank you to our Thunderbird Sponsor@scotiabank.#BearsLairTV#BearsLair#SpiritofCoopetition#Indigenomics#Indigenouswomen#aboriginal#indigenousentrepreneursbearslairtv.com,24 Oct 2022,,,
"Carol Anne Hilton, MBA",@Hesquiaht,,"Carol Anne Hilton, MBA@Hesquiaht24 Oct 2022Excited for the#IndigenomicsWealth Dynamics session at the Indigenomics SHE event next week!29","Carol Anne Hilton, MBA@Hesquiaht24 Oct 2022",Excited for the#IndigenomicsWealth Dynamics session at the Indigenomics SHE event next week!,24 Oct 2022,29,,
BearsLair_TV,@BearslairT,,BearsLair_TV@BearslairT24 Oct 2022Thank you to our Episode 8 Guest Judge Tanja Perry from@scotiabank#BearsLairTV#BearsLair#SpiritofCoopetition#Indigenomics#aboriginal#indigenousentrepreneursbearslairtv.com,BearsLair_TV@BearslairT24 Oct 2022,Thank you to our Episode 8 Guest Judge Tanja Perry from@scotiabank#BearsLairTV#BearsLair#SpiritofCoopetition#Indigenomics#aboriginal#indigenousentrepreneursbearslairtv.com,24 Oct 2022,,,
"Carol Anne Hilton, MBA",@Hesquiaht,,"Carol Anne Hilton, MBA@Hesquiaht24 Oct 2022#indigenomics#indigenouseconomy#100billionDon Richardson@Don_Richardson23 Oct 2022Alberta’s loan guarantee program for Indigenous business ventures seen as model for country - Indigenous loan guarantee programs
 /via@globeandmail(paywall)theglobeandmail.com/business…#Indigenomics12","Carol Anne Hilton, MBA@Hesquiaht24 Oct 2022",#indigenomics#indigenouseconomy#100billion,24 Oct 2022,12,,
Don Richardson,@Don_Richardson,,"Don Richardson@Don_Richardson23 Oct 2022Alberta’s loan guarantee program for Indigenous business ventures seen as model for country - Indigenous loan guarantee programs
 /via@globeandmail(paywall)theglobeandmail.com/business…#Indigenomics13",Don Richardson@Don_Richardson23 Oct 2022,"Alberta’s loan guarantee program for Indigenous business ventures seen as model for country - Indigenous loan guarantee programs
 /via@globeandmail(paywall)theglobeandmail.com/business…#Indigenomics",23 Oct 2022,13,,
"Carol Anne Hilton, MBA",@Hesquiaht,,"Carol Anne Hilton, MBA@Hesquiaht23 Oct 2022It’s a trick!#indigenomics#colonialshenanigansJ.I.F.F.@insurgenthought22 Oct 2022Modernity elaborated a myth of its own goodness, rationalized its violence as civilizing, and finally declared itself innocent of the assassination of the Other.

Enrique Dussel1","Carol Anne Hilton, MBA@Hesquiaht23 Oct 2022",It’s a trick!#indigenomics#colonialshenanigans,23 Oct 2022,1,,
BearsLair_TV,@BearslairT,,BearsLair_TV@BearslairT23 Oct 2022Thank you to our copper sponsors Bennett Mechanical and Mikisew Group of companies.bearslairtv.com#BearsLairTV#BearsLair#SpiritofCoopetition#Indigenomics#aboriginal#indigenousentrepreneurs,BearsLair_TV@BearslairT23 Oct 2022,Thank you to our copper sponsors Bennett Mechanical and Mikisew Group of companies.bearslairtv.com#BearsLairTV#BearsLair#SpiritofCoopetition#Indigenomics#aboriginal#indigenousentrepreneurs,23 Oct 2022,,,
Don Richardson,@Don_Richardson,,"Don Richardson@Don_Richardson23 Oct 2022Northwestern Ontario Municipality of Greenstone looks to sync up the supply chain economy for local gold mine and the Ring of Fire. Support of 3 First Nations ""is why the project moved quickly in the last few years"" says Mayornorthernontariobusiness.com/…#Indigenomics@minodahmun1",Don Richardson@Don_Richardson23 Oct 2022,"Northwestern Ontario Municipality of Greenstone looks to sync up the supply chain economy for local gold mine and the Ring of Fire. Support of 3 First Nations ""is why the project moved quickly in the last few years"" says Mayornorthernontariobusiness.com/…#Indigenomics@minodahmun",23 Oct 2022,1,,
Don Richardson,@Don_Richardson,,Don Richardson@Don_Richardson23 Oct 2022How California’s largest Indigenous nation is using a brewery to tell its own story -@TheYurokTribeowned Mad River Brewing@madriverbrewpartners with San Francisco Giants@SFGiantsto build an economic support system and back key causestheguardian.com/us-news/2022…#Indigenomics28,Don Richardson@Don_Richardson23 Oct 2022,How California’s largest Indigenous nation is using a brewery to tell its own story -@TheYurokTribeowned Mad River Brewing@madriverbrewpartners with San Francisco Giants@SFGiantsto build an economic support system and back key causestheguardian.com/us-news/2022…#Indigenomics,23 Oct 2022,28,,
