name,username,is_verified,body,media-header,text,date,stats,timeline_item,url
,,,,,,,,,
BearsLair_TV,@BearslairT,,BearsLair_TV@BearslairT19 Oct 2022This week we will see the bears working one-on-one with the semi-finalists!@albertak9bearslairtv.com#BearsLairTV#BearsLair#SpiritofCoopetition#Indigenomics#aboriginal#indigenousentrepreneurs,BearsLair_TV@BearslairT19 Oct 2022,This week we will see the bears working one-on-one with the semi-finalists!@albertak9bearslairtv.com#BearsLairTV#BearsLair#SpiritofCoopetition#Indigenomics#aboriginal#indigenousentrepreneurs,19 Oct 2022,,,
BearsLair_TV,@BearslairT,,BearsLair_TV@BearslairT19 Oct 2022Thank you to our Thunderbird Sponsor@jellyacademybearslairtv.com#BearsLairTV#BearsLair#SpiritofCoopetition#Indigenomics#Indigenouswomen#aboriginal#indigenousentrepreneurs,BearsLair_TV@BearslairT19 Oct 2022,Thank you to our Thunderbird Sponsor@jellyacademybearslairtv.com#BearsLairTV#BearsLair#SpiritofCoopetition#Indigenomics#Indigenouswomen#aboriginal#indigenousentrepreneurs,19 Oct 2022,,,
"Carol Anne Hilton, MBA",@Hesquiaht,,"Carol Anne Hilton, MBA@Hesquiaht19 Oct 2022Lisa Boivin and Carol Anne Hilton among winners of $5K Indigenous literature awards | CBC Books#indigenomics#canada#ontario#https://www.cbc.ca/books/lisa-boivin-and-carol-anne-hilton-among-winners-of-5k-indigenous-literature-awards-1.6613980?__vfz=medium%3Dsharebar117","Carol Anne Hilton, MBA@Hesquiaht19 Oct 2022",Lisa Boivin and Carol Anne Hilton among winners of $5K Indigenous literature awards | CBC Books#indigenomics#canada#ontario#https://www.cbc.ca/books/lisa-boivin-and-carol-anne-hilton-among-winners-of-5k-indigenous-literature-awards-1.6613980?__vfz=medium%3Dsharebar,19 Oct 2022,117,,
Paul Oleniuk 🇨🇦🇺🇦🇮🇱,@PaulOleniuk,,Paul Oleniuk 🇨🇦🇺🇦🇮🇱@PaulOleniuk19 Oct 2022Canada:#Indigenomics#EconomicReconciliationTulo Centre@TuloCentre18 Oct 2022It's predicted that the Indigenous economy could surge to $100B a year in Canada if gov't & corporations made changes to their policies & business practices to be more inclusive and engage with FNs companies in such areas as investment & social finance.buff.ly/3MvPWvw1,Paul Oleniuk 🇨🇦🇺🇦🇮🇱@PaulOleniuk19 Oct 2022,Canada:#Indigenomics#EconomicReconciliation,19 Oct 2022,1,,
Meaghan Daly,@FVGamesPres,,Meaghan Daly@FVGamesPres19 Oct 2022Best days are when you hear@Hesquiahtspeak .#indigenomics3,Meaghan Daly@FVGamesPres19 Oct 2022,Best days are when you hear@Hesquiahtspeak .#indigenomics,19 Oct 2022,3,,
Qwuyumaat,@eyvette_hr,,"Qwuyumaat@eyvette_hr19 Oct 2022Reconcili-ACTION 👏

Respectful, recipocal and relational economic development. 

Moves with#Indigenomicsand@HesquiahtTulo Centre@TuloCentre18 Oct 2022It's predicted that the Indigenous economy could surge to $100B a year in Canada if gov't & corporations made changes to their policies & business practices to be more inclusive and engage with FNs companies in such areas as investment & social finance.buff.ly/3MvPWvw17",Qwuyumaat@eyvette_hr19 Oct 2022,"Reconcili-ACTION 👏

Respectful, recipocal and relational economic development. 

Moves with#Indigenomicsand@Hesquiaht",19 Oct 2022,17,,
Reconciliation Matters,@Rec_Matters,,Reconciliation Matters@Rec_Matters18 Oct 2022👇👇#Indigenomics@HesquiahtTulo Centre@TuloCentre18 Oct 2022It's predicted that the Indigenous economy could surge to $100B a year in Canada if gov't & corporations made changes to their policies & business practices to be more inclusive and engage with FNs companies in such areas as investment & social finance.buff.ly/3MvPWvw13,Reconciliation Matters@Rec_Matters18 Oct 2022,👇👇#Indigenomics@Hesquiaht,18 Oct 2022,13,,
BearsLair_TV,@BearslairT,,BearsLair_TV@BearslairT18 Oct 2022Thank you to our Thunderbird Sponsor@indigenomics@hesquiahtbearslairtv.com#BearsLairTV#BearsLair#SpiritofCoopetition#Indigenomics#aboriginal#indigenousentrepreneurs11,BearsLair_TV@BearslairT18 Oct 2022,Thank you to our Thunderbird Sponsor@indigenomics@hesquiahtbearslairtv.com#BearsLairTV#BearsLair#SpiritofCoopetition#Indigenomics#aboriginal#indigenousentrepreneurs,18 Oct 2022,11,,
Paul Oleniuk 🇨🇦🇺🇦🇮🇱,@PaulOleniuk,,"Paul Oleniuk 🇨🇦🇺🇦🇮🇱@PaulOleniuk18 Oct 2022... We need to create economic development opportunity for Indigenous communities, b/c it's the poverty that is the root cause... of many of the challenges that we face."" Harold Calla of@FNFMBto a@HoCCommitteesmeeting yesterday. 2/2#economicreconciliation#indigenomics",Paul Oleniuk 🇨🇦🇺🇦🇮🇱@PaulOleniuk18 Oct 2022,"... We need to create economic development opportunity for Indigenous communities, b/c it's the poverty that is the root cause... of many of the challenges that we face."" Harold Calla of@FNFMBto a@HoCCommitteesmeeting yesterday. 2/2#economicreconciliation#indigenomics",18 Oct 2022,,,
