name,username,is_verified,body,media-header,text,date,stats,timeline_item,url
,,,,,,,,,
"Carol Anne Hilton, MBA",@Hesquiaht,,"Carol Anne Hilton, MBA@Hesquiaht19 Jul 2022#indigenomics#bceconThe Tyee@TheTyee19 Jul 2022Energy Minister Bruce Ralston said the#SiteCagreement was negotiated in “the spirit of reconciliation.” 

Chief Roland Willson of the West Moberly First Nations disagrees — the announcement doesn’t come remotely close to reconciliation.thetyee.ca/Analysis/2022/07/…","Carol Anne Hilton, MBA@Hesquiaht19 Jul 2022",#indigenomics#bcecon,19 Jul 2022,,,
DGW Law Corporation,@DGW_Law,,DGW Law Corporation@DGW_Law18 Jul 2022#Indigenous#AboriginalLaw#governance#selfgovernance#supportIndigenous#seaweed#blueeconomy#Cascadia#cascadiaSeaweed#Indigenomics#farming#lawyers#economy#sustainable#marine,DGW Law Corporation@DGW_Law18 Jul 2022,#Indigenous#AboriginalLaw#governance#selfgovernance#supportIndigenous#seaweed#blueeconomy#Cascadia#cascadiaSeaweed#Indigenomics#farming#lawyers#economy#sustainable#marine,18 Jul 2022,,,
Dispensing Freedom,@DispensingF,,Dispensing Freedom@DispensingF16 Jul 2022National Indigenous Economic Design Forum – Who Wants To Play#Indigenomics? It’s Timedispensingfreedom.com/2021/0…1,Dispensing Freedom@DispensingF16 Jul 2022,National Indigenous Economic Design Forum – Who Wants To Play#Indigenomics? It’s Timedispensingfreedom.com/2021/0…,16 Jul 2022,1,,
Don Richardson,@Don_Richardson,,Don Richardson@Don_Richardson16 Jul 2022'This is just the beginning': First Nations' real estate megaprojects game-changing for Metro Vancouver - Eight big projects profiledvancouversun.com/business/re…#Indigenomics1,Don Richardson@Don_Richardson16 Jul 2022,'This is just the beginning': First Nations' real estate megaprojects game-changing for Metro Vancouver - Eight big projects profiledvancouversun.com/business/re…#Indigenomics,16 Jul 2022,1,,
"Carol Anne Hilton, MBA",@Hesquiaht,,"Carol Anne Hilton, MBA@Hesquiaht15 Jul 2022So excited to create the Indigenomics SHE event- the largest national gathering of Indigenous womxn in business, finance, entrepreneurship and community economic development on November 1/2nd in Vancouver. Registration is available atindigenomicsinstitute.com#indigenomics18","Carol Anne Hilton, MBA@Hesquiaht15 Jul 2022","So excited to create the Indigenomics SHE event- the largest national gathering of Indigenous womxn in business, finance, entrepreneurship and community economic development on November 1/2nd in Vancouver. Registration is available atindigenomicsinstitute.com#indigenomics",15 Jul 2022,18,,
"Carol Anne Hilton, MBA",@Hesquiaht,,"Carol Anne Hilton, MBA@Hesquiaht14 Jul 2022#indigenomics?!#Canada#cdnpoli#ringoffireChristopher Moonias@can_ndn14 Jul 2022Today is 10,025th day of boil water advisory for#Neskantaga. Community members are given 1.5 litres a day to bathe, drink, or cook. This pic was shared to me by the grandfather of the child who gets skin irritations using the community tap water.#boilwateradvisory#waterislife2512","Carol Anne Hilton, MBA@Hesquiaht14 Jul 2022",#indigenomics?!#Canada#cdnpoli#ringoffire,14 Jul 2022,2512,,
"Carol Anne Hilton, MBA",@Hesquiaht,,"Carol Anne Hilton, MBA@Hesquiaht14 Jul 2022#indigenomics->#colonialshenanigansDon Richardson@Don_Richardson13 Jul 2022A new report from the Senate is calling on the federal government to implement Mi’kmaq, Wolastoqiyik and Peskotomuhkati rights-based fisheries on Canada’s East Coast and overhaul its approach to negotiations /via@globeandmail#Indigenomicstheglobeandmail.com/canada/a…23","Carol Anne Hilton, MBA@Hesquiaht14 Jul 2022",#indigenomics->#colonialshenanigans,14 Jul 2022,23,,
"Carol Anne Hilton, MBA",@Hesquiaht,,"Carol Anne Hilton, MBA@Hesquiaht13 Jul 2022Registration is open for the inaugural#IndigenomicsSHE event Nov 1/2nd 2022, Vancouver. Please share and email to be added to the mailing list for updates#SHE#indigenousentrepreneur#womeninbusiness#indigenouseconomy#indigenomicsSHE#100billionindigenomicsinstitute.com54","Carol Anne Hilton, MBA@Hesquiaht13 Jul 2022","Registration is open for the inaugural#IndigenomicsSHE event Nov 1/2nd 2022, Vancouver. Please share and email to be added to the mailing list for updates#SHE#indigenousentrepreneur#womeninbusiness#indigenouseconomy#indigenomicsSHE#100billionindigenomicsinstitute.com",13 Jul 2022,54,,
Don Richardson,@Don_Richardson,,Don Richardson@Don_Richardson13 Jul 2022Generation Mining Acquires Option On Construction Camp In Marathon - Biigtigong Nishnaabeg First Nation community will operate and service the Camp which was previously used for construction of a transmission line partly owned by the Nation#Indigenomicsbusinesswire.com/news/home/2…11,Don Richardson@Don_Richardson13 Jul 2022,Generation Mining Acquires Option On Construction Camp In Marathon - Biigtigong Nishnaabeg First Nation community will operate and service the Camp which was previously used for construction of a transmission line partly owned by the Nation#Indigenomicsbusinesswire.com/news/home/2…,13 Jul 2022,11,,
