name,username,is_verified,body,media-header,text,date,stats,timeline_item,url
Don Richardson,@Don_Richardson,,Don Richardson@Don_Richardson30 Dec 2022Supercom Industries wins Northern Ontario Business Award of Excellence#NOBA2022. Collaborative approach for East-West Tie transmission line has resulted in jobs and economic prosperity for hundreds in member First Nation communitiesnorthernontariobusiness.com/…#Indigenomics12,Don Richardson@Don_Richardson30 Dec 2022,Supercom Industries wins Northern Ontario Business Award of Excellence#NOBA2022. Collaborative approach for East-West Tie transmission line has resulted in jobs and economic prosperity for hundreds in member First Nation communitiesnorthernontariobusiness.com/…#Indigenomics,30 Dec 2022,12,,
Don Richardson,@Don_Richardson,,"Don Richardson@Don_Richardson30 Dec 2022#AttawapiskatEnterprises excited new owners of Gord's Rentals in Timmins - 'Buying Gord's enables us to continue supporting the community,' said CEO of Attawapiskat Enterprisestimminstoday.com/local-news/…#Indigenomics1",Don Richardson@Don_Richardson30 Dec 2022,"#AttawapiskatEnterprises excited new owners of Gord's Rentals in Timmins - 'Buying Gord's enables us to continue supporting the community,' said CEO of Attawapiskat Enterprisestimminstoday.com/local-news/…#Indigenomics",30 Dec 2022,1,,
Don Richardson,@Don_Richardson,,"Don Richardson@Don_Richardson29 Dec 2022U.S. Department of@ENERGYsays for its $8 Billion regional#HydrogenHubcommitment, it will favor proposals developed with substantial engagement from local/regional stakeholders and Native American tribes / via@RBNEnergyreport.#IndigenomicsRBN Energy@RBNEnergy28 Dec 2022Last year’s Bipartisan Infrastructure Law provided the DOE with up to $8 billion to support the development of regional hydrogen hubs. Check out our NEW Drill Down Report on the hydrogen-hub proposals the feds will be reviewing.rbnenergy.com/subscriber/rep…",Don Richardson@Don_Richardson29 Dec 2022,"U.S. Department of@ENERGYsays for its $8 Billion regional#HydrogenHubcommitment, it will favor proposals developed with substantial engagement from local/regional stakeholders and Native American tribes / via@RBNEnergyreport.#Indigenomics",29 Dec 2022,,,
Don Richardson,@Don_Richardson,,"Don Richardson@Don_Richardson29 Dec 2022Many Indigenous communities lack internet infrastructure. Some communities are creating community-owned, based, and run internet service providers.#KNet#EeyouIstchee#Indigenomics#FirstMilenationalpost.com/feature/lef…1114",Don Richardson@Don_Richardson29 Dec 2022,"Many Indigenous communities lack internet infrastructure. Some communities are creating community-owned, based, and run internet service providers.#KNet#EeyouIstchee#Indigenomics#FirstMilenationalpost.com/feature/lef…",29 Dec 2022,1114,,
Don Richardson,@Don_Richardson,,"Don Richardson@Don_Richardson27 Dec 2022A business leader at home in a ‘trapper’s cabin and a corporate boardroom’ - Dr. Marie Delorme is currently CEO of the Imagination Group of Companies, which she founded in 2000theglobeandmail.com/business…#Indigenomics1112",Don Richardson@Don_Richardson27 Dec 2022,"A business leader at home in a ‘trapper’s cabin and a corporate boardroom’ - Dr. Marie Delorme is currently CEO of the Imagination Group of Companies, which she founded in 2000theglobeandmail.com/business…#Indigenomics",27 Dec 2022,1112,,
"Carol Anne Hilton, MBA",@Hesquiaht,,"Carol Anne Hilton, MBA@Hesquiaht23 Dec 2022#indigenomics#consent#minerals#indigenousWest Coast Environmental Law@WCELaw22 Dec 2022Last week we were in court to hear why other First Nations, Indigenous orgs, enviro groups & even mining companies support@gitxaala_nationin their legal challenge over BC's mineral tenure regime. Articled Student Shawn Smith recaps the hearings👇#bcpoliwcel.org/blog/no-mining-righ…1","Carol Anne Hilton, MBA@Hesquiaht23 Dec 2022",#indigenomics#consent#minerals#indigenous,23 Dec 2022,1,,
"Carol Anne Hilton, MBA",@Hesquiaht,,"Carol Anne Hilton, MBA@Hesquiaht21 Dec 2022edmontonjournal-com.cdn.ampp…#indigenomics#cdnpoli#sovereignty#alberta#abpoli11","Carol Anne Hilton, MBA@Hesquiaht21 Dec 2022",edmontonjournal-com.cdn.ampp…#indigenomics#cdnpoli#sovereignty#alberta#abpoli,21 Dec 2022,11,,
Don Richardson,@Don_Richardson,,"Don Richardson@Don_Richardson21 Dec 2022Quatsino First Nation enters into agreement with Northisle Copper and Gold Inc. - ""working in a collaborative, consent-driven basis the agreement covers all North Island Mining Corp. mineral claims within Quatsino Territory.#Indigenomics#FPIC#Miningnorthislandgazette.com/busin…",Don Richardson@Don_Richardson21 Dec 2022,"Quatsino First Nation enters into agreement with Northisle Copper and Gold Inc. - ""working in a collaborative, consent-driven basis the agreement covers all North Island Mining Corp. mineral claims within Quatsino Territory.#Indigenomics#FPIC#Miningnorthislandgazette.com/busin…",21 Dec 2022,,,
Don Richardson,@Don_Richardson,,Don Richardson@Don_Richardson16 Dec 2022Treaty 6 First Nations join forces to navigate colonial systems to benefit big from business projects - 17 member alliance of Confederacy of Treaty 6 First Nations in#Albertaexpected to present new opportunities for economic independencepentictonherald.ca/spare_new…#Indigenomics,Don Richardson@Don_Richardson16 Dec 2022,Treaty 6 First Nations join forces to navigate colonial systems to benefit big from business projects - 17 member alliance of Confederacy of Treaty 6 First Nations in#Albertaexpected to present new opportunities for economic independencepentictonherald.ca/spare_new…#Indigenomics,16 Dec 2022,,,
Don Richardson,@Don_Richardson,,"Don Richardson@Don_Richardson16 Dec 2022New BC Crown corp announces millions in funds focused on#climateaction, tech and reconciliation — Evok Innovations, Raven Indigenous Capital Partners, Yaletown Partners will each be provided between $5 and $10 million over next few yearsvancouversun.com/business/ne…#Indigenomics1",Don Richardson@Don_Richardson16 Dec 2022,"New BC Crown corp announces millions in funds focused on#climateaction, tech and reconciliation — Evok Innovations, Raven Indigenous Capital Partners, Yaletown Partners will each be provided between $5 and $10 million over next few yearsvancouversun.com/business/ne…#Indigenomics",16 Dec 2022,1,,
